fecha,precio,precio_pronostico
20180123,92.598584,114.46558327350884
20191109,274.368371,264.58133801064844
20200617,262.4,291.80093582263214
20191012,339.855034,377.49401528226275
20170808,76.781991,67.82538195747559
20190213,225.345413,247.68954276019306
20200410,216.99,224.73696882548106
20180812,75.705136,105.94318056089422
20180502,86.926076,82.01161520007618
20170225,163.069547,195.0289503723192
20180716,72.069476,73.48106952222037
20170616,66.509061,66.969128423056
20200903,179.52,168.61389491992463
20200626,262.91,252.4507374308171
20201025,177.41,269.48815420890287
20181011,89.665771,80.20280560040321
20200413,229.47,246.88764616218842
20190101,318.423099,285.7755004683857
20180904,72.264769,107.65074697965069
20171029,136.758607,157.3601906823287
20200708,191.74,143.64165287395693
20180601,71.612619,72.61380354590752
20191122,138.20062,251.64796762522667
20200501,237.41,283.61780844219214
20180316,176.228715,197.3432134000108
20190327,168.015717,231.67541774838412
20180103,152.239873,139.87852377104534
20171229,147.216608,143.00041629773574
20201006,136.8,140.12425719133773
20200128,379.83,370.2391548029627
20201219,200.25,214.94013021040726
20181222,236.84255,231.47840011030232
20180921,117.417767,95.1844646830526
20200304,417.68,459.21945653043366
20210426,201.89,188.12167505533773
20201109,218.92,210.4167345152049
20180611,69.307014,69.67241136852587
20190824,114.138141,118.84874085670668
20200210,383.15,359.2394937665399
20191223,290.039382,314.08159587974797
20210303,213.86,196.3487127109999
20170628,70.364298,67.50432196919877
20180302,142.848379,152.6542971891946
20180718,68.776294,93.45783561872487
20170317,103.951622,117.50566666579009
20190627,140.779594,127.16024896584611
20170405,103.901355,100.83783553271138
20200625,286.7,237.1334981337125
20200425,204.48,225.85435796070968
20210125,252.57,233.11416209517643
20200703,169.23,178.685632061431
20181230,353.925856,319.43061063852247
20200915,145.27,153.30822227501014
20170212,143.917036,159.9503967067362
20180503,84.828143,76.7126009887554
20200104,134.34,225.46098335640556
20180914,72.848909,83.49221116978266
20170617,65.859508,66.969128423056
20200404,217.14,208.26636022840924
20200802,132.31,129.2032578029412
20191030,200.866995,182.32602441963095
20170506,80.820829,72.69198804994689
20200327,288.16,251.80232226402913
20180331,147.125277,153.4659934163903
20191112,314.967017,287.03725183735247
20190918,360.346163,358.8933691109424
20180612,69.09549,69.67241136852587
20171107,140.303969,142.8303723123447
20180316,202.928715,197.3432134000108
20200914,95.08,140.59004623652234
20180430,67.688436,93.97769313627813
20210107,169.38,171.02807430137855
20190715,84.252222,129.17582415478964
20180912,121.477615,87.99681621496387
20180711,173.511943,82.47161828782147
20200116,349.59,356.7918201672121
20180613,70.107562,69.67241136852587
20190311,202.188319,274.6963114548294
20190323,253.041953,192.23077182413124
20200814,180.23,170.6972863622985
20181111,85.30724,85.95376925754391
20180604,70.704951,70.62063543114753
20190807,123.769469,137.0929664562307
20170710,81.614404,74.48955130632088
20200402,179.11,180.7825654127299
20191016,252.869741,382.99962168834105
20200809,175.58,187.97365272488452
20180421,72.942307,107.61607325412164
20200208,404.23,382.92737251181313
20210303,181.86,196.3487127109999
20171005,133.936542,120.4990095143088
20191226,245.448436,334.15762999363255
20210221,252.51,264.534495284162
20201219,232.25,214.94013021040726
20210208,289.76,277.08096814305554
20200220,605.97,571.607401173378
20181027,131.67932,149.87061583098753
20170612,65.88974,67.23154851751288
20170619,67.547497,66.83536215557324
20181117,100.597717,91.87870718239685
20191115,207.775625,174.79821651503843
20201004,133.46,132.39091533572
20170420,112.937545,110.7444545117812
20170509,68.067952,73.00165352219075
20171117,151.099878,155.2241005256871
20200701,205.17,244.3842936627691
20210304,202.78,196.3487127109999
20171010,131.440016,124.15636138196994
20170814,155.303543,75.29623588533443
20190327,260.015717,231.67541774838412
20171228,167.468686,143.00041629773574
20180214,145.666605,132.83082670810066
20170923,117.610427,117.48052369088737
20180512,68.34859,68.21823841897519
20190515,139.151209,150.01553743132396
20170801,153.700374,93.92219529092503
20180502,86.926076,82.01161520007618
20170813,66.818963,67.76766788892945
20180324,141.762995,146.3915197200621
20210326,144.93,136.3677871234994
20190816,157.710813,151.2352965719938
20200503,296.71,299.94144333233356
20210424,177.84,177.61849938530995
20171104,143.904845,138.37964942320502
20170615,68.804865,66.969128423056
20170122,76.247259,74.81980184075609
20200122,391.06,383.59068656074646
20180817,86.374807,102.48780237986688
20200907,163.77,158.48076300656928
20171102,108.232182,136.0564960777073
20181005,174.051876,138.77169882348414
20201106,204.2,232.1985115761177
20190524,71.656846,121.99383417372329
20181015,91.785922,118.76410397673331
20181031,176.166572,157.79878006531067
20170817,79.093832,80.04614336778498
20180508,139.044305,90.00400349120545
20201222,201.69,204.97125393027179
20171125,107.509925,105.72398999523725
20170719,64.520452,75.8753169593926
20210130,218.18,221.75550294354503
20201231,153.28,145.62524848171398
20171025,189.151911,168.12255676875154
20201116,135.76,121.574715067644
20180623,72.651955,83.40078380967385
20190330,202.783083,208.87517988325052
20180427,71.671081,87.71560366073174
20210228,229.79,244.57559328721297
20170127,194.574624,128.7626716915748
20181119,111.477456,100.57805908249885
20170916,109.696907,115.8205158036829
20191010,351.578139,386.4093152063822
20180830,71.371942,105.87879122270317
20190325,242.096172,192.23077182413124
20180206,146.681753,126.97776410300251
20170729,73.602497,78.10508492611405
20191028,203.862202,171.0804916462008
20200315,313.08,314.1575158744087
20170408,99.413632,127.03422129390943
20210312,128.09,173.6193407372688
20200226,476.04,389.02072519592133
20190109,360.917968,340.35735761567304
20200122,394.06,383.59068656074646
20170329,147.554184,78.27294906417556
20180909,70.622178,72.93343316917716
20201103,154.66,212.28632076878105
20170823,101.777734,113.33977929359091
